,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
24918,72359,495,36.1,14537,8809,279,56.36363636363637
24919,72360,6261,37.5,21346,13094,2266,36.19230154927328
24920,72364,16185,31.7,58432,23947,2098,12.962619709607662
24921,72365,2902,45.2,31705,19673,795,27.394900068917988
24922,72366,2424,41.8,29050,16993,665,27.433993399339933
24923,72367,116,47.7,26458,12191,56,48.275862068965516
24924,72368,1346,41.8,41375,20806,188,13.967310549777118
24925,72370,8505,34.4,35230,16337,2647,31.12286890064668
24926,72372,2285,37.6,41912,18530,309,13.522975929978118
24927,72373,1585,45.6,23580,16164,429,27.066246056782333
24928,72374,935,48.7,29083,17701,61,6.524064171122995
24929,72376,1608,44,57786,24439,172,10.696517412935323
24930,72377,18,,,,0,0.0
24931,72379,61,48.1,19375,17911,0,0.0
24932,72383,0,,,,0,
24933,72384,837,45.4,23679,21678,222,26.523297491039425
24934,72386,1702,46.2,34286,20112,360,21.151586368977675
24935,72389,249,31.9,20500,22275,101,40.562248995983936
24936,72390,8575,34.1,23224,15022,3264,38.06413994169096
24937,72392,393,55.1,25694,18919,35,8.9058524173028
24938,72394,774,29.5,29375,16513,213,27.51937984496124
24939,72395,957,40.3,46625,19425,259,27.063740856844305
24940,72396,13312,38.5,39963,18988,2003,15.04657451923077
24941,72401,55197,31.6,34819,20130,14818,26.84566190191496
24942,72404,23665,33.5,57950,33027,2376,10.040143672089584
24943,72410,544,41.3,14972,11878,261,47.97794117647059
24944,72411,2297,38,36793,18873,319,13.88767958206356
24945,72412,581,43.1,33409,24762,8,1.3769363166953528
24946,72413,658,44.5,24583,15834,170,25.835866261398177
24947,72414,360,34.3,46250,17715,59,16.38888888888889
24948,72415,1312,36.8,35321,16076,206,15.701219512195122
24949,72416,7000,32.7,45417,18816,989,14.128571428571428
24950,72417,3904,37.3,40603,21543,345,8.837090163934427
24951,72419,1622,47.7,31971,17120,436,26.88039457459926
24952,72421,322,51.3,32083,16869,78,24.22360248447205
24953,72422,4974,47.2,26870,18323,1060,21.31081624447125
24954,72424,67,55.8,31875,20509,15,22.388059701492537
24955,72425,373,33.4,23864,11984,142,38.06970509383378
24956,72426,218,48.8,41250,20906,12,5.504587155963303
24957,72427,193,37.5,33882,18002,9,4.66321243523316
24958,72428,61,24.2,36667,15926,23,37.704918032786885
24959,72429,370,52.5,38750,21058,50,13.513513513513514
24960,72430,369,46.2,41042,17548,51,13.821138211382113
24961,72431,464,41,27813,17504,86,18.53448275862069
24962,72432,6560,38.3,30052,15388,1845,28.125
24963,72433,3168,40,32411,15386,839,26.483585858585858
24964,72434,1857,37.2,30625,16411,403,21.701669359181476
24965,72435,530,37.7,43636,20780,122,23.0188679245283
24966,72436,893,38.7,36250,17473,41,4.591265397536394
24967,72437,3007,40.2,34632,18703,496,16.49484536082474
24968,72438,2587,34,38728,17110,350,13.52918438345574
24969,72440,226,27.7,49531,16716,27,11.946902654867257
24970,72441,85,57.1,40313,26175,3,3.5294117647058822
24971,72442,4652,39.5,36691,22457,944,20.292347377472055
24972,72443,3325,33.6,51280,20390,511,15.368421052631579
24973,72444,1426,45,32986,18015,429,30.08415147265077
24974,72445,65,40.4,13750,11514,30,46.15384615384615
24975,72447,1937,44.1,51159,22708,165,8.51832731027362
24976,72449,217,31.2,22019,14152,67,30.87557603686636
24977,72450,36018,38.3,37884,19791,5905,16.39458048753401
24978,72453,122,55.3,26500,18407,17,13.934426229508198
24979,72454,5242,38.7,29319,17576,1119,21.346814193056087
24980,72455,12920,40.5,37154,19724,2619,20.270897832817337
24981,72456,626,42.7,42455,23339,83,13.258785942492013
24982,72457,135,55.8,26071,18859,38,28.14814814814815
24983,72458,745,49.4,45469,22585,60,8.053691275167786
24984,72459,1527,49.2,23696,12355,575,37.65553372626064
24985,72460,573,51.6,30750,17942,74,12.914485165794066
24986,72461,3566,42.8,36063,19034,646,18.11553561413348
24987,72462,340,46.1,23125,19125,99,29.11764705882353
24988,72464,64,47.8,13750,9183,29,45.3125
24989,72466,1677,38.9,42306,17252,271,16.159809183064997
24990,72467,217,19.4,,1709,0,0.0
24991,72469,1197,43.6,38879,17430,122,10.192147034252297
24992,72470,150,46.4,25417,20918,15,10.0
24993,72471,1049,45,35000,21105,212,20.20972354623451
24994,72472,9476,37.2,31746,16261,2761,29.136766568172224
24995,72473,2604,45.9,29458,17487,597,22.92626728110599
24996,72476,6901,38.4,29981,15608,1744,25.27169975365889
24997,72478,417,49.2,58138,19306,21,5.0359712230215825
24998,72479,1788,44,42684,22151,124,6.935123042505593
24999,72482,1121,48.9,19969,10803,368,32.82783229259589
25000,72501,24776,37.6,35022,21284,5585,22.541976105908944
25001,72512,2299,60.9,24403,17445,462,20.095693779904305
25002,72513,2879,44.7,30917,14842,931,32.33761722820424
25003,72515,18,,,,9,50.0
25004,72517,615,37.9,32353,15042,25,4.065040650406504
25005,72519,3038,46.8,30516,16245,583,19.190256747860435
25006,72520,518,52.2,43099,12648,328,63.32046332046332
25007,72521,4806,39.2,36090,16572,1094,22.7632126508531
25008,72522,545,40.6,52583,21220,27,4.954128440366972
25009,72523,1083,41.7,28295,14341,285,26.31578947368421
25010,72524,267,26,26750,12967,54,20.224719101123597
25011,72526,157,30.1,25893,12373,48,30.573248407643312
25012,72527,558,49.4,79375,29942,16,2.867383512544803
25013,72528,99,28.2,,13909,0,0.0
25014,72529,4552,51.2,36181,18796,741,16.278558875219684
25015,72530,1886,44.8,32163,18757,281,14.899257688229056
25016,72531,648,61.5,33616,21482,45,6.944444444444445
25017,72532,2172,42.7,32973,16382,499,22.974217311233886
25018,72533,535,40.3,39531,14587,79,14.766355140186915
25019,72534,1669,38.2,28971,20833,359,21.509886159376872
25020,72536,316,42.5,33750,19428,76,24.050632911392405
25021,72537,508,63.7,24839,15738,133,26.181102362204726
25022,72538,456,35.1,35905,17320,54,11.842105263157896
25023,72539,106,69.7,27891,17647,0,0.0
25024,72540,219,37.1,40469,18951,110,50.22831050228311
25025,72542,3628,46.7,31152,18922,744,20.507166482910694
25026,72543,12643,44.4,37198,22396,2295,18.152337261725854
25027,72544,591,60.3,28542,18451,102,17.258883248730964
25028,72546,246,53.9,65048,28194,0,0.0
25029,72550,844,42.5,33239,18186,159,18.838862559241708
25030,72553,69,39.9,37500,13219,5,7.246376811594203
25031,72554,2854,50.6,35911,18991,567,19.866853538892784
25032,72555,139,63.9,43365,19711,12,8.633093525179856
25033,72556,2838,47.3,30824,20045,565,19.908386187455957
25034,72560,8783,47.6,29731,17817,2512,28.60070590914266
25035,72561,919,51.1,37083,25197,82,8.922742110990207
25036,72562,2592,39.4,38306,18926,719,27.739197530864196
25037,72564,686,46.6,15473,11116,271,39.50437317784257
25038,72565,930,51.3,31008,16415,262,28.172043010752688
25039,72566,527,41.2,45417,17287,2,0.3795066413662239
25040,72567,399,52.9,31556,16317,46,11.528822055137844
25041,72568,1362,44.1,33450,18420,256,18.79588839941263
25042,72569,465,56.1,26833,18575,85,18.27956989247312
25043,72571,356,42.3,17162,9738,232,65.1685393258427
25044,72572,221,44.5,46563,17637,80,36.199095022624434
25045,72573,257,35.3,42054,14973,40,15.56420233463035
25046,72576,4331,38.4,33494,20067,852,19.672131147540984
25047,72577,697,45.8,44583,21972,40,5.738880918220947
25048,72578,342,56.5,22296,16194,65,19.005847953216374
25049,72579,1043,35.3,19832,15711,354,33.940556088207096
25050,72581,1091,45.2,63304,29157,123,11.274060494958754
25051,72583,1645,56.6,35408,19215,309,18.78419452887538
25052,72584,817,48.2,42955,20942,0,0.0
25053,72585,196,24.6,46953,14764,0,0.0
25054,72587,140,64.8,36618,22619,49,35.0
25055,72601,30604,40.6,38345,22551,4808,15.710364658214612
25056,72611,1801,37.4,46290,22931,302,16.76846196557468
25057,72616,10107,37.3,33906,18197,2006,19.847630355199367
25058,72617,199,73.3,14337,18365,3,1.5075376884422111
25059,72619,2042,61.4,35436,19172,197,9.647404505386875
25060,72623,795,33.6,55015,25618,89,11.19496855345912
25061,72624,460,34.7,42652,21112,28,6.086956521739131
25062,72626,1414,50.6,31736,20803,319,22.56011315417256
25063,72628,943,43.5,21971,14285,347,36.79745493107105
25064,72629,413,51.2,27833,16780,137,33.171912832929785
25065,72630,181,48.8,31771,18185,20,11.049723756906078
25066,72631,4586,59.6,43349,27456,497,10.837331007413868
25067,72632,4176,54.7,36332,23852,683,16.35536398467433
25068,72633,1893,43.5,45402,22909,246,12.995245641838352
25069,72634,4963,43.5,36127,16558,1126,22.687890388877694
25070,72635,3513,37.4,36319,16278,548,15.59920296043268
25071,72636,19,59.5,86250,44337,0,0.0
25072,72638,6784,37.2,33952,18890,1664,24.528301886792452
25073,72639,920,38.2,20139,10713,415,45.108695652173914
25074,72640,363,32.6,40083,15687,110,30.303030303030305
25075,72641,2636,48.6,29271,16128,790,29.969650986342945
25076,72642,1839,67,38986,22450,231,12.561174551386623
25077,72644,2419,46.5,28316,15714,688,28.441504754030593
25078,72645,1506,50.7,23750,17044,532,35.32536520584329
25079,72648,597,52.5,24615,18061,127,21.273031825795645
25080,72650,4361,44.1,31045,16840,974,22.334326989222657
25081,72651,1224,51.8,29183,17379,190,15.522875816993464
25082,72653,28482,51.2,36430,22762,4096,14.38101256934204
25083,72655,396,60.5,27868,14690,79,19.949494949494948
25084,72658,2128,43.2,32049,14423,457,21.475563909774436
25085,72660,715,44.8,38654,15324,78,10.909090909090908
25086,72661,307,58.6,40163,20042,41,13.355048859934854
25087,72662,2674,49.8,43028,20256,424,15.856394913986538
25088,72663,500,31,28343,13831,53,10.6
25089,72666,172,52.8,25625,20784,21,12.209302325581396
25090,72668,564,58.2,30500,16526,82,14.539007092198581
25091,72669,188,51.4,30667,13398,47,25.0
25092,72670,131,33,28482,11009,48,36.6412213740458
25093,72672,247,54.9,22134,14711,106,42.91497975708502
25094,72675,1197,57.3,36319,18196,179,14.95405179615706
25095,72677,485,35.2,23269,12571,172,35.4639175257732
25096,72679,16,,,,0,0.0
25097,72680,769,46.6,28750,23495,166,21.586475942782833
25098,72682,149,64.5,42708,24047,26,17.449664429530202
25099,72683,248,43.9,38214,16581,28,11.290322580645162
25100,72685,1413,37.4,50606,20536,245,17.338995046001415
25101,72686,173,51.4,32206,12731,0,0.0
25102,72687,6355,50.5,33629,18031,1144,18.001573564122737
25103,72701,40760,26.4,37006,22499,9463,23.21638861629048
25104,72703,30112,30.5,35759,31631,6728,22.343251859723697
25105,72704,21113,30.8,50953,27114,3264,15.459669398001232
25106,72712,42380,32.6,63384,34130,3572,8.428504011326098
25107,72714,12202,43.1,68348,30937,458,3.75348303556794
25108,72715,14998,60.7,54806,32977,683,4.553940525403387
25109,72717,780,49.4,39318,20183,66,8.461538461538462
25110,72718,2069,34.4,74821,29170,176,8.506524891251813
25111,72719,9247,29.4,56719,25154,505,5.4612306694062935
25112,72721,378,42,28125,10048,42,11.11111111111111
25113,72722,3171,37.7,37198,16971,705,22.232734153263955
25114,72727,5996,37.6,45313,20171,739,12.32488325550367
25115,72729,146,44.8,41359,22266,0,0.0
25116,72730,7935,36.6,50436,24383,719,9.06112161310649
25117,72732,4581,46.8,48162,22404,978,21.34905042567125
25118,72734,7481,33,44878,20107,1230,16.441652185536693
25119,72736,5202,37.7,51494,20913,922,17.72395232602845
25120,72738,2783,42.3,38548,22179,253,9.090909090909092
25121,72739,532,26.3,36436,13719,0,0.0
25122,72740,9034,36.4,36347,18218,2087,23.10161611689174
25123,72742,276,56.2,14545,14069,104,37.68115942028985
25124,72744,4749,35.7,35906,17662,771,16.234996841440303
25125,72745,11159,35.8,58192,24587,888,7.957702303073752
25126,72747,181,23.7,60375,14639,89,49.171270718232044
25127,72749,104,48.6,46806,21518,31,29.807692307692307
25128,72751,5972,35,55533,22051,779,13.044206296048225
25129,72752,372,56,28576,20767,75,20.161290322580644
25130,72753,7924,40,55698,24781,1054,13.301362948006057
25131,72756,39202,36.7,44374,22847,7109,18.1342788633233
25132,72758,36055,30.8,61539,29848,3291,9.127721536541396
25133,72760,281,52.1,28750,18078,84,29.893238434163703
25134,72761,22615,31.1,47779,19401,3922,17.34247181074508
25135,72762,35924,34.5,56195,25549,4131,11.499276249860817
25136,72764,52101,28.1,37637,16812,14839,28.48121917045738
25137,72768,1251,42.1,25625,15919,418,33.41326938449241
25138,72769,1229,34.6,37708,16139,106,8.624898291293734
25139,72773,1052,41.1,27399,16484,499,47.43346007604563
25140,72774,6573,39.6,42995,21032,1092,16.61341853035144
25141,72776,720,48.1,48250,17014,95,13.194444444444445
25142,72801,18252,27.5,29820,16460,5384,29.498137190444883
25143,72802,21872,40.1,48433,22851,2588,11.832479882955377
25144,72821,2109,42.7,30198,16291,436,20.6733048838312
25145,72823,6424,37.2,40483,18097,1183,18.415317559153177
25146,72824,1817,29.7,44048,16111,222,12.217941662080353
25147,72826,69,26.7,20417,10213,28,40.57971014492754
25148,72827,151,60.1,21406,15999,42,27.814569536423843
25149,72828,82,49.3,,30527,0,0.0
25150,72830,15319,37.1,30797,18235,2492,16.267380377309223
25151,72832,1031,40.1,26429,16555,397,38.506304558680895
25152,72833,4297,36.7,41512,17870,934,21.736094949965093
25153,72834,11140,40.2,32361,17019,2608,23.41113105924596
25154,72835,759,48.2,20500,17221,197,25.95520421607378
25155,72837,7752,39.8,38281,20413,1189,15.33797729618163
25156,72838,158,48.3,22292,14018,69,43.67088607594937
25157,72839,205,57.1,31250,14493,87,42.4390243902439
25158,72840,2062,36.6,29032,18284,654,31.71677982541222
25159,72841,276,54.4,40882,19379,27,9.782608695652174
25160,72842,1252,40.9,36667,17262,200,15.97444089456869
25161,72843,2399,34.3,42365,19702,531,22.134222592746976
25162,72845,1186,47.3,34831,30331,116,9.780775716694773
25163,72846,4052,38.2,34321,21305,859,21.199407699901283
25164,72847,2688,44.6,34871,21046,556,20.68452380952381
25165,72851,549,51.7,48167,21061,41,7.468123861566484
25166,72852,191,46.7,43382,21053,33,17.277486910994764
25167,72853,2007,38.8,28262,17178,502,25.01245640259093
25168,72854,681,47.6,29318,20553,67,9.838472834067547
25169,72855,5640,44.3,35741,18787,872,15.460992907801419
25170,72856,528,52.1,31016,24773,49,9.280303030303031
25171,72857,1544,41.1,31328,15065,403,26.10103626943005
25172,72858,3296,34.3,49360,21465,339,10.285194174757281
25173,72860,287,51.9,30709,18866,84,29.26829268292683
25174,72863,1515,44.1,38750,19527,257,16.963696369636963
25175,72865,2051,26.2,39550,14566,525,25.59726962457338
25176,72901,22822,32.1,30281,17159,6554,28.717903777057227
25177,72903,25475,41.2,45123,31565,3645,14.308145240431795
25178,72904,21217,30.8,27322,12165,8487,40.00094264033558
25179,72908,13556,38,45130,28417,2589,19.098554145765714
25180,72916,7521,40.5,66563,36670,386,5.1322962372025
25181,72921,14208,34.6,45162,20017,2307,16.23733108108108
25182,72923,4834,34.3,44330,18370,1317,27.244517997517583
25183,72926,425,54.5,46250,25261,36,8.470588235294118
25184,72927,8775,43.3,34621,19779,1563,17.811965811965813
25185,72928,526,47.4,35139,19609,42,7.984790874524715
25186,72930,357,44.2,57708,24558,15,4.201680672268908
25187,72932,2048,43.6,47802,18944,256,12.5
25188,72933,4551,38.4,46250,21430,511,11.228301472203912
25189,72934,1446,41.2,43417,12177,231,15.975103734439834
25190,72935,495,47.6,33125,17279,81,16.363636363636363
25191,72936,14990,37.8,50926,25908,1651,11.014009339559706
25192,72937,3916,42.7,38290,18823,464,11.8488253319714
25193,72938,1646,40.8,32426,20233,336,20.413122721749698
25194,72940,1943,48,40865,20183,239,12.300566134843026
25195,72941,5906,39.5,55313,22857,443,7.500846596681341
25196,72943,2471,45.8,37851,21567,275,11.12909753136382
25197,72944,2934,44.3,46250,22681,397,13.531015678254942
25198,72945,334,55.1,56429,22310,43,12.874251497005988
25199,72946,3359,44.9,37151,19373,508,15.123548675200952
25200,72947,5047,38.6,38381,16736,1422,28.175153556568258
25201,72948,384,47.6,16707,8512,148,38.541666666666664
25202,72949,10084,42.2,34006,19855,2268,22.4910749702499
25203,72950,491,45.1,37656,22721,60,12.219959266802444
25204,72951,1314,40.6,37478,21282,61,4.642313546423136
25205,72952,2961,45,49818,19355,515,17.392772711921648
25206,72955,226,58.5,20536,14685,49,21.68141592920354
25207,72956,32685,37.1,38323,20051,7139,21.841823466421907
25208,72958,7531,37.7,35458,17369,1801,23.91448678794317
25209,72959,2920,38.9,40321,19945,629,21.541095890410958
25210,73002,1082,34.4,38750,17647,232,21.44177449168207
25211,73003,20721,33.5,61730,30693,2114,10.202210318034844
25212,73004,770,40.2,49750,27639,59,7.662337662337662
25213,73005,9386,35.5,34755,15994,2392,25.484764542936286
25214,73006,3993,38.3,43578,19756,578,14.475331830703732
25215,73007,2048,48.8,70833,38647,173,8.447265625
25216,73008,19867,35.4,41882,21360,3236,16.288317310112248
25217,73009,1243,40.7,46618,19445,148,11.906677393403058
25218,73010,17738,37.1,57847,24734,2275,12.825572217837411
25219,73011,469,41.5,28676,21503,126,26.865671641791046
25220,73012,27462,32.7,89927,37564,402,1.463840943849683
25221,73013,46457,34.7,75741,38470,3761,8.095658350732936
25222,73014,1642,39.8,58264,26515,155,9.439707673568819
25223,73015,2772,38.3,34779,18752,688,24.81962481962482
25224,73016,1591,37.5,60250,25668,105,6.599622878692646
25225,73017,1940,40.6,44236,19621,238,12.268041237113403
25226,73018,20032,37.4,41475,22005,3177,15.859624600638977
25227,73019,77,19.5,,817,0,0.0
25228,73020,21499,40.1,67088,29985,2051,9.539978603655983
25229,73021,271,53.6,49000,32810,39,14.391143911439114
25230,73024,600,49.7,52969,25466,54,9.0
25231,73025,12018,37.6,118654,49819,268,2.2299883508071225
25232,73026,11224,45,67099,35768,708,6.307911617961511
25233,73027,1406,40.6,48000,20899,204,14.509246088193457
25234,73028,3432,41,39883,22561,328,9.557109557109557
25235,73029,1723,37.1,45045,18262,182,10.562971561230412
25236,73030,4317,44.8,45660,22676,387,8.96455872133426
25237,73032,311,45.6,29107,16291,58,18.64951768488746
25238,73033,443,36.3,34500,14533,139,31.376975169300227
25239,73034,41918,35.2,71516,38061,4314,10.291521542058303
25240,73036,18888,39,48938,22594,2346,12.420584498094028
25241,73038,2178,40.7,34472,20266,538,24.701561065197428
25242,73040,1765,34.8,45769,23889,477,27.025495750708217
25243,73041,332,51.8,48333,37272,26,7.831325301204819
25244,73042,1002,40.8,44167,21646,160,15.968063872255488
25245,73043,157,49.7,69375,25934,0,0.0
25246,73044,20834,38.4,43646,20972,3922,18.8249976000768
25247,73045,10052,38.1,53583,23302,1339,13.320732192598488
25248,73047,5024,32.9,44167,15574,773,15.386146496815286
25249,73048,1924,42,51667,24071,184,9.563409563409563
25250,73049,6257,37.8,57297,26008,666,10.644078631932237
25251,73050,824,20.7,45156,4956,54,6.553398058252427
25252,73051,10072,39.8,48298,16207,1005,9.978157267672756
25253,73052,6332,36.2,47609,25279,1027,16.219204042956413
25254,73053,719,45.1,35469,20358,167,23.226703755215578
25255,73054,3802,45.3,49955,24056,685,18.01683324566018
25256,73055,9950,42.5,45216,23349,1397,14.040201005025125
25257,73056,654,42.8,54583,24191,90,13.761467889908257
25258,73057,2581,39.7,39231,18709,375,14.529252227818676
25259,73058,396,48.6,36118,29917,86,21.717171717171716
25260,73059,2493,44,47981,23291,227,9.105495387083835
25261,73061,1791,39,44547,23738,148,8.263539921831379
25262,73062,1527,48.2,40391,27437,246,16.110019646365423
25263,73063,663,46.5,52898,26745,77,11.613876319758672
25264,73064,21415,35.2,66659,28522,1176,5.49147793602615
25265,73065,6686,38.9,72024,28499,478,7.149267125336524
25266,73066,446,25.7,24079,12520,286,64.12556053811659
25267,73067,2024,47.7,49500,26728,274,13.537549407114625
25268,73068,11175,34.7,46963,19858,1580,14.138702460850112
25269,73069,24706,30.5,41056,23957,4867,19.699668096818588
25270,73071,36983,29.5,44654,24559,7151,19.335911094286566
25271,73072,45246,27.1,56759,30193,6290,13.901781372939045
25272,73073,575,46.4,50625,27725,50,8.695652173913043
25273,73074,1087,36,50903,20116,126,11.591536338546458
25274,73075,9469,40.8,37308,19878,2081,21.976977505544408
25275,73077,7096,40.5,44970,21636,1098,15.473506200676438
25276,73078,8185,37.7,76090,32752,242,2.956627978008552
25277,73079,624,32.8,56250,21073,51,8.173076923076923
25278,73080,9658,38.9,49339,24352,1195,12.373162145371712
25279,73082,2442,45.2,26914,16865,613,25.102375102375103
25280,73084,6967,40.2,30503,18088,1664,23.88402468781398
25281,73086,8385,40.2,42393,21589,1449,17.280858676207515
25282,73089,12535,37.8,62865,26157,1229,9.804547267650578
25283,73090,1697,36.5,61023,19108,196,11.54979375368297
25284,73092,954,36.7,35972,18905,98,10.272536687631026
25285,73093,2754,35.1,60536,26320,255,9.25925925925926
25286,73095,1991,35.6,46204,20899,299,15.017579105976896
25287,73096,13689,26.6,46288,23111,2721,19.87727372342757
25288,73097,238,57.4,85143,17063,18,7.563025210084033
25289,73098,4446,42.4,37794,21484,618,13.900134952766532
25290,73099,59634,34.1,65845,28238,3404,5.708153067042291
25291,73102,3418,31.8,36458,22178,350,10.23990637799883
25292,73103,4734,34.2,40343,37855,801,16.920152091254753
25293,73104,1915,30.9,40956,30327,601,31.383812010443865
25294,73105,5647,40.1,36969,24606,1272,22.525234637860812
25295,73106,13179,31,37055,19050,3832,29.07656119584187
25296,73107,27412,32.8,35870,19212,7054,25.733255508536406
25297,73108,15221,26.8,29266,11344,5472,35.95033177846396
25298,73109,20599,32.5,27086,12464,6115,29.685907082868102
25299,73110,33142,32.4,38380,20712,6831,20.611308913161547
25300,73111,11516,40.9,22185,16016,4387,38.094824591872175
25301,73112,30958,36.1,38675,27802,6130,19.801020737773758
25302,73114,18551,29.1,30321,16629,6819,36.75812624656353
25303,73115,20783,35.3,40648,19100,3854,18.544002309579945
25304,73116,9674,38.8,67577,59478,620,6.408931155675005
25305,73117,5621,34.9,21066,14267,2420,43.05283757338552
25306,73118,13748,35,44250,31177,2779,20.213849287169044
25307,73119,31135,29.2,30192,12628,9403,30.200738718484022
25308,73120,35891,37.6,43263,35860,4635,12.914101028112897
25309,73121,3328,50.5,49167,31465,545,16.376201923076923
25310,73122,14330,34.6,46434,22754,2628,18.339148639218422
25311,73127,23997,32,33783,17823,6609,27.540942617827227
25312,73128,4165,34.5,59679,25666,399,9.579831932773109
25313,73129,20304,27.1,27198,11450,7777,38.302797478329396
25314,73130,19494,41.7,59262,27269,1448,7.427926541499949
25315,73131,3037,45.8,68380,47653,329,10.833058939743168
25316,73132,26708,35,45508,25750,4201,15.729369477310168
25317,73134,3998,30.6,56006,35010,362,9.054527263631815
25318,73135,19692,33,48964,21976,3724,18.91123298801544
25319,73139,17600,33.1,39221,20709,3878,22.03409090909091
25320,73141,2764,34.1,37064,18657,612,22.14182344428365
25321,73142,10477,34.4,66472,56043,910,8.685692469218287
25322,73145,2517,22.5,41905,18624,81,3.2181168057210967
25323,73149,4848,32.4,32758,14343,1588,32.755775577557756
25324,73150,4432,47.2,76830,34444,246,5.550541516245487
25325,73151,1511,42.1,128333,54190,7,0.4632693580410324
25326,73159,30951,35.3,44229,20684,3934,12.710413233821201
25327,73160,54420,31.9,55697,24445,6126,11.25689084895259
25328,73162,28988,41,71131,34312,1754,6.050779632951566
25329,73165,5972,40.8,71042,31492,327,5.4755525787006025
25330,73169,1892,39.7,65117,28294,93,4.915433403805497
25331,73170,36146,36.7,77740,33887,1651,4.567587008244343
25332,73173,1457,34.4,102063,37441,52,3.568977350720659
25333,73179,3378,34.8,78272,32605,48,1.4209591474245116
25334,73401,35411,37.1,43066,22248,6197,17.500211798593657
25335,73425,99,38.7,28375,17353,0,0.0
25336,73430,1279,49.8,55400,21530,176,13.760750586395622
25337,73432,947,38.4,56429,22726,150,15.839493136219641
25338,73433,2608,40,39495,23015,423,16.219325153374232
25339,73434,524,42.5,65300,24053,44,8.396946564885496
25340,73437,87,43.6,24625,13989,0,0.0
25341,73438,3966,41.8,33750,18958,372,9.379727685325264
25342,73439,7504,49.2,36124,20472,1487,19.816098081023455
25343,73440,237,64.1,75625,22584,10,4.219409282700422
25344,73441,208,47,47734,15002,66,31.73076923076923
25345,73442,651,45.5,46563,24926,55,8.448540706605224
25346,73443,3222,39.8,52727,20539,207,6.424581005586592
25347,73444,109,51.7,30926,29466,0,0.0
25348,73446,8119,38.1,37515,18673,1201,14.792462125877572
25349,73447,1172,45.4,41689,19271,153,13.054607508532424
25350,73448,6039,35.7,42138,18223,1092,18.082463984103327
25351,73449,3210,46.6,39643,21966,561,17.476635514018692
25352,73450,1363,49.1,48523,23474,117,8.584005869405722
25353,73453,477,45.9,56167,31584,50,10.482180293501049
25354,73455,601,46.4,36458,20423,151,25.124792013311147
25355,73456,2134,40.4,38487,19922,481,22.5398313027179
25356,73458,1006,42.4,32885,17486,156,15.506958250497018
25357,73459,980,43.8,39375,21441,146,14.89795918367347
25358,73460,4630,36.5,29901,19852,1044,22.548596112311014
25359,73461,840,34.8,32857,18809,182,21.666666666666668
25360,73463,3714,42.5,37500,18601,673,18.12062466343565
25361,73481,906,44.9,46442,22429,67,7.39514348785872
25362,73487,148,51.2,19063,12015,54,36.486486486486484
25363,73491,862,28.5,62500,21693,109,12.645011600928074
25364,73501,20086,35.7,37371,17411,4253,21.1739520063726
25365,73503,10398,21.3,35524,14932,1179,11.338718984420082
25366,73505,50737,31.8,47048,24717,7645,15.067899166288901
25367,73507,23623,32.9,47915,23543,3889,16.462769334970154
25368,73520,110,52.5,52500,24277,5,4.545454545454546
25369,73521,21812,33.1,43279,22678,3362,15.413533834586467
25370,73526,2095,41.6,48406,26127,325,15.513126491646778
25371,73527,5167,35.9,54475,24346,1039,20.108380104509386
25372,73528,557,36.1,52250,23322,60,10.771992818671455
25373,73529,4968,44.5,45723,21854,719,14.472624798711756
25374,73530,525,50.4,32250,21040,80,15.238095238095237
25375,73531,392,39.8,52083,29018,55,14.03061224489796
25376,73532,513,48,34671,19972,93,18.128654970760234
25377,73533,28243,39.4,42602,23158,4207,14.895726374676912
25378,73537,638,53.1,36250,30064,134,21.003134796238246
25379,73538,4807,35.8,61685,27534,388,8.071562304971916
25380,73539,177,45.1,40556,33197,11,6.214689265536723
25381,73540,447,44,43250,22266,63,14.093959731543624
25382,73541,2879,40.6,60444,27349,259,8.996179228898923
25383,73542,4443,38.5,34678,17362,833,18.748593292820168
25384,73543,1928,35.2,44479,18711,193,10.010373443983402
25385,73544,242,33.1,51875,25581,36,14.87603305785124
25386,73546,1239,39,38507,16920,243,19.612590799031477
25387,73547,2269,38.6,39750,14432,123,5.420890260026443
25388,73548,513,50.5,47292,30979,20,3.898635477582846
25389,73549,406,47.3,64750,24589,25,6.157635467980295
25390,73550,2504,40.7,25900,17124,760,30.35143769968051
25391,73551,68,40.7,53125,25150,33,48.529411764705884
25392,73552,1568,39.6,42788,19660,389,24.808673469387756
25393,73553,23,56.5,88750,45917,0,0.0
25394,73554,3466,40.7,38375,18594,333,9.607616849394114
25395,73555,278,45,38125,13118,57,20.503597122302157
25396,73556,173,39.9,44531,22052,36,20.809248554913296
25397,73557,302,52.2,46786,31887,86,28.47682119205298
25398,73559,604,46.6,25735,16458,136,22.516556291390728
25399,73560,609,26.9,28942,17101,178,29.22824302134647
25400,73562,782,49.5,37159,20870,89,11.381074168797953
25401,73564,483,46.3,49688,30401,120,24.84472049689441
25402,73565,1018,43.6,33696,17066,172,16.895874263261298
25403,73566,1662,40.9,30586,18840,467,28.09867629362214
25404,73567,672,35.8,40000,18850,158,23.511904761904763
25405,73568,1155,44.9,29635,19750,274,23.72294372294372
25406,73569,655,37.5,39231,17615,127,19.389312977099237
25407,73570,1112,46,32381,19823,283,25.449640287769785
25408,73571,126,54.8,73750,30944,0,0.0
