,Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate
9157,29030,2312,42.9,43958,24420,312,13.494809688581315
9158,29031,1430,46.2,25865,18038,314,21.958041958041957
9159,29032,4444,33.9,26467,13367,1044,23.49234923492349
9160,29033,12232,37.3,43624,23925,2475,20.23381294964029
9161,29036,18643,45,78522,36749,1011,5.42294695059808
9162,29037,950,44.8,46089,20127,39,4.105263157894737
9163,29038,2908,39.5,43175,17409,564,19.39477303988996
9164,29039,4238,32.1,32140,15231,1071,25.271354412458706
9165,29040,9335,33.3,51056,21440,1368,14.654525977504017
9166,29042,5587,34.7,22489,17545,1875,33.56005011634151
9167,29044,5599,40.5,44773,20912,806,14.395427754956243
9168,29045,21378,38.2,55658,25691,2347,10.978576106277481
9169,29046,279,60,24239,17474,154,55.19713261648746
9170,29047,3697,48.4,34750,19907,761,20.584257506086015
9171,29048,4903,49,33797,14695,1673,34.121966143177644
9172,29051,1756,30.8,40234,9596,36,2.050113895216401
9173,29052,2068,39,23500,15571,560,27.079303675048354
9174,29053,19368,34.8,36264,17220,4607,23.786658405617512
9175,29054,9459,38.7,54086,25904,916,9.683898932233852
9176,29055,4926,37.8,27382,14020,1230,24.96954933008526
9177,29056,2510,39.6,23023,13380,1003,39.9601593625498
9178,29058,4641,38.7,35033,18877,1381,29.75651799181211
9179,29059,5633,34,23086,13931,2056,36.4992011361619
9180,29061,14647,38.1,55400,23458,1973,13.470335222229808
9181,29062,123,48.3,46200,18472,53,43.08943089430894
9182,29063,34172,36,66829,31215,2449,7.166686175816458
9183,29065,786,46.5,25463,18166,300,38.16793893129771
9184,29067,11071,40,34219,16566,2812,25.39969289133773
9185,29069,5353,37.6,32472,15892,1726,32.24360171866243
9186,29070,14876,43.3,41633,23903,1796,12.073137940306534
9187,29072,51055,37.6,76124,34814,3343,6.547840564097542
9188,29073,40827,36.1,52158,22882,5508,13.491072084649865
9189,29074,204,65.5,60871,26712,0,0.0
9190,29075,3236,43.7,70491,30459,442,13.658838071693449
9191,29078,15199,39.6,48534,23150,2110,13.882492269228239
9192,29079,46,,,,0,0.0
9193,29080,3194,47.8,25197,16066,817,25.579211020663745
9194,29081,1050,48.5,19125,17479,304,28.952380952380953
9195,29082,580,36.8,27308,17889,97,16.724137931034484
9196,29101,3208,33,47759,19114,729,22.72443890274314
9197,29102,18117,42.7,32184,18338,4526,24.98206104763482
9198,29104,1633,44,28542,19029,392,24.004898958971218
9199,29105,937,34.8,36971,22532,172,18.356456776947706
9200,29107,2923,43.1,39241,19841,305,10.434485118029421
9201,29108,21017,35.7,36141,18676,4275,20.34067659513727
9202,29111,1754,31.8,40694,16630,207,11.801596351197263
9203,29112,4686,43.8,30908,18470,907,19.355527102005976
9204,29113,2176,32.1,36875,13381,529,24.310661764705884
9205,29114,2112,42.7,31227,14145,585,27.698863636363637
9206,29115,28719,35.2,29288,15851,8453,29.433476095964345
9207,29117,1104,19.8,,1563,0,0.0
9208,29118,15950,41.5,46915,25660,2067,12.95924764890282
9209,29122,51,51.8,43500,29035,7,13.72549019607843
9210,29123,7209,36.5,47585,18314,1668,23.13774448605909
9211,29125,2470,44.2,24419,16660,565,22.874493927125506
9212,29126,2237,46.3,50190,23070,200,8.940545373267769
9213,29127,7556,46.2,54910,29134,787,10.415563790365272
9214,29128,5610,41.2,32050,16936,889,15.846702317290553
9215,29129,3548,40.7,37433,20065,901,25.3945885005637
9216,29130,7440,44.9,44359,26877,1097,14.744623655913978
9217,29133,1308,40.3,35809,16013,214,16.36085626911315
9218,29135,8772,40.8,38295,21222,1900,21.659826721386228
9219,29137,2845,38,38342,19621,627,22.03866432337434
9220,29138,10767,36.3,36336,17628,2862,26.581220395653386
9221,29142,5347,41.2,31250,16918,1267,23.695530203852627
9222,29145,690,44.5,28929,19091,156,22.608695652173914
9223,29146,1695,47.6,31250,20667,305,17.99410029498525
9224,29147,0,,,,0,
9225,29148,6909,50,28952,17908,1827,26.443768996960486
9226,29150,41044,35.2,38761,21894,7896,19.23789104375792
9227,29152,1482,22.1,31104,12617,131,8.83940620782726
9228,29153,16700,35,36146,15954,3679,22.02994011976048
9229,29154,29547,35.8,49271,22002,3872,13.104545300707347
9230,29160,8490,38.7,51594,20996,707,8.327444051825678
9231,29161,11303,38.8,40158,18366,2651,23.453950278687074
9232,29162,2731,38.7,27361,18274,698,25.5584035151959
9233,29163,2038,40.8,28765,14383,338,16.584887144259078
9234,29164,3837,44.2,36170,21176,1238,32.26479020067761
9235,29166,1014,43.1,53269,28522,68,6.70611439842209
9236,29168,2686,37.9,32448,15962,531,19.769173492181682
9237,29169,22364,36.7,40298,25188,4159,18.596852083705954
9238,29170,21101,36.8,56415,25261,2073,9.824178948864983
9239,29172,9085,35.9,45839,22663,1048,11.535498073747936
9240,29175,352,46.3,24813,17991,31,8.806818181818182
9241,29178,3136,48.3,28635,16437,632,20.153061224489797
9242,29180,13678,38.8,37893,18791,3148,23.015060681386167
9243,29201,21057,22.4,29557,18470,8340,39.60678159281949
9244,29202,234,23.7,25417,36381,132,56.41025641025641
9245,29203,40391,35.7,31262,17235,11497,28.464261840509025
9246,29204,20381,37.5,32272,22134,4649,22.810460723222608
9247,29205,26510,30,42721,31706,6319,23.836288193134667
9248,29206,19137,38,65707,39744,1702,8.893766003030779
9249,29207,10505,20.7,34875,14904,0,0.0
9250,29208,844,19.4,,5500,0,0.0
9251,29209,33381,34.6,46449,27817,4753,14.238638746592374
9252,29210,41047,31.3,37818,19045,8081,19.68718785782152
9253,29212,29043,41.3,67840,33896,2877,9.906001446131597
9254,29223,50639,36.4,51040,28017,6490,12.816208850885682
9255,29225,1029,19,,5904,0,0.0
9256,29229,43933,32.1,63753,26536,3062,6.969703867252407
9257,29301,30123,36,40142,22566,5250,17.42854297380739
9258,29302,17475,41.1,53345,29163,2167,12.400572246065808
9259,29303,25416,30.7,26855,13101,7321,28.804689959080893
9260,29306,16173,37.9,26656,16410,4906,30.334508130835342
9261,29307,19317,42.8,43672,26176,2407,12.460526996945696
9262,29316,22273,36.4,57716,25216,1808,8.117451623041351
9263,29320,819,29,23264,12569,421,51.404151404151406
9264,29321,2138,48.4,27857,19161,503,23.5266604303087
9265,29322,8541,45.1,44269,20973,1081,12.656597588104438
9266,29323,15011,41.7,42315,19673,3423,22.803277596429286
9267,29324,147,49.1,49167,22309,33,22.448979591836736
9268,29325,15069,34.7,35041,16835,3864,25.642046585705753
9269,29329,199,26.2,20724,11376,0,0.0
9270,29330,8216,38.7,35486,17589,2012,24.488802336903603
9271,29331,163,46.7,43125,10822,26,15.950920245398773
9272,29332,2709,52.9,37114,21369,280,10.335917312661499
9273,29333,444,53.2,20844,8042,94,21.17117117117117
9274,29334,12774,34.6,47103,24459,1764,13.809300140911226
9275,29335,5749,39.1,42153,16546,759,13.202296051487215
9276,29338,11,,,,0,0.0
9277,29340,20974,36.6,30230,16488,5197,24.778296939067417
9278,29341,19353,39.1,39334,20735,3677,18.999638298971735
9279,29346,134,56.7,14297,15433,47,35.07462686567164
9280,29349,29747,39.4,47811,23495,4942,16.613440010757387
9281,29351,1356,41,43571,19741,162,11.946902654867257
9282,29353,3833,37.7,30191,16427,872,22.749804330811376
9283,29355,933,41,31455,17888,116,12.433011789924974
9284,29356,7571,47.9,45682,28917,1005,13.274336283185841
9285,29360,21074,38.8,33056,18287,4476,21.2394419664041
9286,29364,590,45.6,37500,19080,132,22.372881355932204
9287,29365,9659,36,50755,21207,1033,10.694688891189564
9288,29368,16,,,,0,0.0
9289,29369,14236,35.5,61831,27940,1916,13.4588367518966
9290,29370,523,47.2,27045,21522,182,34.799235181644356
9291,29372,4646,44.4,36425,17715,1037,22.320275505811452
9292,29373,155,33.5,40486,8959,68,43.87096774193548
9293,29374,3108,42.5,50859,25134,374,12.033462033462033
9294,29375,156,17.5,26094,11266,61,39.1025641025641
9295,29376,6696,39.4,58185,25504,1137,16.980286738351253
9296,29377,562,31.9,50225,18443,45,8.00711743772242
9297,29378,118,53.8,12019,8676,35,29.661016949152543
9298,29379,19433,42.6,35121,19912,3414,17.568054340554728
9299,29384,4657,45,41913,20719,927,19.905518574189394
9300,29385,7360,38.8,33685,18141,1535,20.855978260869566
9301,29388,14182,41.6,37877,19644,2481,17.494006487096318
9302,29401,10746,27,54405,44299,2373,22.082635399218315
9303,29403,22031,27.2,27108,20755,8645,39.24016159048613
9304,29404,1129,22.3,33201,15722,76,6.731620903454385
9305,29405,28248,33.5,24650,14754,9240,32.71028037383178
9306,29406,30103,29,35656,17009,8420,27.97063415606418
9307,29407,34658,39,47678,29021,5498,15.863581279935369
9308,29409,2178,20.3,190938,6087,0,0.0
9309,29410,18475,35.3,48223,25399,2876,15.566982408660351
9310,29412,35493,39,59216,36388,4205,11.847406530865241
9311,29414,34605,36.3,63805,32177,3923,11.336512064730531
9312,29418,22875,33.1,42190,23422,4146,18.124590163934425
9313,29420,23084,31.4,56864,24433,2980,12.909374458499393
9314,29423,555,19.6,,3202,0,0.0
9315,29424,339,19.5,,2515,0,0.0
9316,29426,1535,50.3,31607,16648,304,19.80456026058632
9317,29429,3192,41.9,35284,26893,911,28.540100250626566
9318,29431,6302,39.3,43604,19582,1291,20.48556013963821
9319,29432,2775,46.4,39620,22762,405,14.594594594594595
9320,29434,456,38.9,48750,20108,67,14.692982456140351
9321,29435,3676,43.5,30816,19238,461,12.540805223068553
9322,29436,3999,48.9,42500,19070,636,15.9039759939985
9323,29437,2231,47.6,26192,22448,375,16.808606006275213
9324,29438,2385,58.5,57328,40743,151,6.331236897274633
9325,29439,2299,46.8,72193,48688,255,11.091779034362766
9326,29440,28033,42.1,33289,20015,6761,24.118003781257805
9327,29445,56629,30.9,58037,24120,6841,12.080382842713098
9328,29446,1272,51,66169,23075,102,8.018867924528301
9329,29448,2061,48.5,33558,17317,504,24.45414847161572
9330,29449,7705,50.5,46541,31258,1003,13.017521090201168
9331,29450,2894,39.9,34762,18745,470,16.240497581202487
9332,29451,4245,49.8,81157,55730,796,18.751472320376912
9333,29452,233,29,27993,10285,64,27.467811158798284
9334,29453,1442,40.5,51389,22156,150,10.402219140083218
9335,29455,21631,40.1,60954,36676,3353,15.500901483981323
9336,29456,30719,31.7,48801,20267,4240,13.802532634525864
9337,29458,2501,49.9,36993,19179,676,27.02918832467013
9338,29461,31217,38.6,47392,22481,5050,16.177082999647627
9339,29464,44849,39,68721,41359,3866,8.620036121206716
9340,29466,29160,37.3,84665,37835,2080,7.133058984910837
9341,29468,1768,43.8,19663,28526,659,37.2737556561086
9342,29469,605,46.1,37600,36986,168,27.768595041322314
9343,29470,4202,42.4,43936,25860,865,20.585435506901476
9344,29471,1382,46.5,35536,20332,177,12.807525325615051
9345,29472,9411,40.9,43324,16691,1138,12.092232493890128
9346,29474,2358,46.1,38661,16832,472,20.01696352841391
9347,29475,2642,47.5,27245,17334,629,23.80772142316427
9348,29477,6491,44.1,31273,18182,1577,24.295177938684333
9349,29479,7990,39.7,38538,16459,1991,24.918648310387987
9350,29481,2098,38.9,37054,16919,480,22.8789323164919
9351,29482,1969,51.9,111250,73024,133,6.75469781615033
9352,29483,66204,35,51814,23652,8726,13.18047247900429
9353,29485,48443,35.7,59449,26416,3938,8.129141465227175
9354,29487,2924,50,47068,32758,657,22.46922024623803
9355,29488,21990,38.6,33692,18362,4849,22.050932241928148
9356,29492,10731,35.6,88837,46944,347,3.2336222160096915
9357,29493,107,49.8,73750,28469,0,0.0
9358,29501,43971,38.2,47202,27250,7961,18.105114734711513
9359,29505,26598,37.4,54110,24611,3123,11.741484322129484
9360,29506,20683,35.3,31180,17973,5559,26.877145481796646
9361,29510,11320,34.3,25010,14056,4144,36.6077738515901
9362,29511,4778,40,41883,20075,844,17.664294683968187
9363,29512,19061,39.2,29037,14412,4931,25.86957662242275
9364,29516,801,48.1,32736,17788,72,8.98876404494382
9365,29518,1332,44.5,32708,15668,423,31.756756756756758
9366,29519,294,57.1,23792,13560,63,21.428571428571427
9367,29520,14797,42.8,29401,17863,4414,29.830371021152935
9368,29525,1626,43.9,21550,15016,512,31.48831488314883
9369,29526,40040,38,41108,21121,8435,21.066433566433567
9370,29527,24582,35,35927,16537,6155,25.038646163859735
9371,29530,2347,36.4,35439,15307,324,13.804857264593098
9372,29532,19914,38.8,31049,18025,5397,27.10153660741187
9373,29536,17830,37.3,26113,14817,5853,32.826696578799776
9374,29540,5838,43.3,40276,16745,1734,29.701952723535456
9375,29541,8885,37.4,43512,23049,1759,19.79741136747327
9376,29543,605,53.5,34726,19530,35,5.785123966942149
9377,29544,5225,35.4,39757,15950,1039,19.885167464114833
9378,29545,1983,32.7,36066,14743,645,32.526475037821484
9379,29546,2648,43.9,25578,18302,787,29.720543806646525
9380,29547,1855,43,32595,14556,524,28.247978436657682
9381,29550,31845,40.7,39893,22233,6208,19.49442612655048
9382,29554,9301,43.6,32063,17105,2606,28.018492635200516
9383,29555,6357,35.4,33646,16902,1493,23.4859210319333
9384,29556,12299,39.6,28445,15460,3661,29.766647694934548
9385,29560,12960,40.8,31177,18739,3222,24.86111111111111
9386,29563,2482,38.9,28856,15950,807,32.51410153102337
9387,29564,725,42.9,23945,13807,318,43.86206896551724
9388,29565,7672,36,28681,12813,2206,28.75391032325339
9389,29566,16118,51,42919,24958,2566,15.92008934110932
9390,29567,680,34.4,38942,14772,239,35.14705882352941
9391,29568,13371,43.7,43304,23184,2233,16.700321591504
9392,29569,15980,37.3,36246,17059,3983,24.924906132665832
9393,29570,4203,32.7,29095,13514,1465,34.85605519866762
9394,29571,15788,37,30690,16691,4558,28.870027869267798
9395,29572,8253,56.5,53092,46288,546,6.6157760814249365
9396,29574,11797,43,28750,16291,2989,25.33695007205222
9397,29575,16270,50.3,43127,27133,1722,10.583896742470806
9398,29576,25174,55.5,45905,33966,2067,8.210852466830858
9399,29577,27503,36,35352,22346,7713,28.044213358542706
9400,29579,32097,35.2,51414,26870,4604,14.344019690313736
9401,29580,1250,49.4,19182,12610,439,35.12
9402,29581,4307,39.3,32326,18586,1060,24.611098212212678
9403,29582,14899,55.7,46636,34388,1643,11.027585744009665
9404,29583,5818,35.5,43090,18679,1119,19.233413544173256
9405,29584,2476,39.5,31795,15802,544,21.970920840064622
9406,29585,13356,55.4,55471,33967,1327,9.935609463911351
9407,29588,36438,40.8,43792,21787,6618,18.162357977935123
9408,29590,4086,37.8,20911,10254,964,23.59275575134606
9409,29591,5205,39.1,34637,17544,1006,19.327569644572527
9410,29592,1029,34.6,34375,16329,231,22.448979591836736
9411,29593,2416,41.1,38824,21669,303,12.541390728476822
9412,29594,122,39.9,47708,15271,16,13.114754098360656
9413,29596,2471,40.4,25000,16512,738,29.866450829623634
9414,29601,10751,38.8,32068,30002,2699,25.104641428704305
9415,29605,35157,35.2,41333,26066,7666,21.805045936797793
9416,29607,35840,34.3,48809,30197,5483,15.298549107142858
9417,29609,28386,35.6,40705,25708,5807,20.45726766715987
9418,29611,28826,36.3,26723,14303,9783,33.93811142718379
9419,29613,1580,20,,3275,0,0.0
9420,29614,2679,20.5,36719,5902,34,1.2691302724897349
9421,29615,32967,41.9,49964,35906,3270,9.91900991900992
9422,29617,26624,34.6,36936,18716,7395,27.77569110576923
9423,29620,13165,42.9,33531,17504,3343,25.393087732624384
9424,29621,41422,38,49703,26140,5526,13.340736806527932
9425,29624,14047,40.1,22044,13793,4828,34.370328183953866
9426,29625,27097,39.3,39205,22028,4283,15.806177805661143
9427,29626,13896,40.7,39598,18829,3015,21.696891191709845
9428,29627,17213,43.5,43434,21876,2492,14.47742984953233
9429,29628,2690,42.8,31344,16986,638,23.71747211895911
9430,29630,14344,27,32445,21632,3678,25.64138315672058
9431,29631,13259,24.4,39955,23482,4540,34.240892978354324
9432,29634,6402,19.4,3404,2351,152,2.374258044361137
9433,29635,1406,47.1,42795,25761,151,10.73968705547653
9434,29638,3038,40.4,36920,21222,555,18.26859776168532
9435,29639,1691,23,53958,16034,79,4.671791839148433
9436,29640,30611,40.9,40731,20217,4581,14.96520858514913
9437,29642,28936,40.3,59068,26607,2868,9.91152889134642
9438,29643,2876,48.1,48724,25514,336,11.68289290681502
9439,29644,18742,37.5,46112,21638,3087,16.471027638459077
9440,29645,9133,42.4,45107,21214,1578,17.278002846819227
9441,29646,28603,36.1,26950,17762,9721,33.98594553018914
9442,29649,25589,37.1,50385,24621,2558,9.99648286373051
9443,29650,33900,39.3,70098,34253,3059,9.023598820058996
9444,29651,44733,38.5,49217,24715,6809,15.221424898844253
9445,29653,4838,44.2,41098,23056,857,17.713931376601902
9446,29654,10194,43.6,42742,20893,1620,15.891701000588581
9447,29655,7291,45.7,33481,17058,1890,25.92237004526128
9448,29657,14691,38.3,39343,19446,2957,20.127969505139202
9449,29658,304,50.8,36806,19720,18,5.921052631578948
9450,29659,152,26.6,15417,10288,77,50.6578947368421
9451,29661,5469,44.6,35349,21832,1033,18.888279392942035
9452,29662,14604,38.8,51742,25199,983,6.731032593809915
9453,29664,1765,54.4,46371,22133,138,7.818696883852692
9454,29665,49,68.3,,15502,15,30.612244897959183
9455,29666,6812,42.7,41023,21763,1020,14.973576042278331
9456,29667,246,39.7,31875,15663,42,17.073170731707318
9457,29669,12296,39.3,39861,21104,2217,18.030253741054
9458,29670,8558,42.4,37140,22054,1805,21.091376489834072
9459,29671,17210,42.8,42873,22223,2670,15.514235909355026
9460,29672,11535,47.4,61622,34385,1989,17.243172951885565
9461,29673,25872,39,44200,22307,3195,12.34925788497217
9462,29676,5203,58.8,51898,36050,558,10.724581971939266
9463,29678,22277,38.4,36890,21792,4843,21.73991111909144
9464,29680,28807,36.3,64385,27552,2234,7.755059534141007
9465,29681,49692,39.2,75832,33678,3018,6.073412219270708
9466,29682,3965,42.5,41686,21726,599,15.10718789407314
9467,29683,242,38.6,53419,17460,36,14.87603305785124
9468,29684,4577,41,35282,16481,755,16.495521083679265
9469,29685,1127,53.3,66528,43070,210,18.633540372670808
9470,29686,1047,46.1,50076,21241,193,18.433619866284623
9471,29687,42351,38.5,49773,23904,6320,14.922906188755874
9472,29689,4168,45,55943,22252,555,13.31573896353167
9473,29690,20841,36,46409,21561,2643,12.681733122211027
9474,29691,11657,34.7,37287,18013,2517,21.592176374710473
9475,29692,4938,38.8,35036,17430,1041,21.081409477521262
9476,29693,13914,46.7,33350,19848,2762,19.850510277418426
9477,29696,3900,43.2,49438,23683,593,15.205128205128204
9478,29697,12122,37.6,51947,22210,1360,11.219270747401419
9479,29702,10137,39.4,34047,16454,2520,24.859425865640723
9480,29704,4091,43.6,45096,21809,971,23.735028110486432
9481,29706,19640,40.8,30879,17290,5078,25.855397148676172
9482,29707,18862,43.8,60169,31161,1302,6.902767468985261
9483,29708,27047,37.9,94463,37203,1502,5.553296114171627
9484,29709,6154,39.3,38942,18347,1632,26.519337016574585
9485,29710,29485,38.9,55525,27080,3521,11.941665253518739
9486,29712,2383,37.6,43750,22942,297,12.463281577843055
9487,29714,2676,40.9,32782,23654,674,25.186846038863976
9488,29715,25505,38.6,70522,32804,1785,6.998627720054891
9489,29717,1096,40.8,49375,23546,98,8.941605839416058
9490,29718,3972,36.5,32955,17266,789,19.86404833836858
9491,29720,46633,39.2,35092,17816,11433,24.516972959063324
9492,29724,14,,,,4,28.571428571428573
9493,29726,1881,42.7,45082,20576,291,15.470494417862838
9494,29727,1561,39.6,49500,18651,338,21.6527866752082
9495,29728,9854,37.7,28780,14633,2747,27.877004262228535
9496,29729,2209,42.1,45104,21480,485,21.95563603440471
9497,29730,52496,34.4,37152,19990,10907,20.776821091130753
9498,29732,54548,37.7,56825,28020,5761,10.561340470778031
9499,29733,1731,19.6,,2871,0,0.0
9500,29741,2004,47.5,31518,18833,343,17.115768463073852
9501,29742,2477,45.8,42341,21789,409,16.51190956802584
9502,29743,981,43.8,45368,23379,114,11.62079510703364
9503,29745,29857,39.3,48924,22340,5188,17.376159694543993
9504,29801,27047,36.9,39630,21915,5958,22.028321070728733
9505,29803,37092,46.8,62568,34908,3892,10.492828642294834
9506,29805,5724,40.6,38125,21415,1479,25.838574423480082
9507,29809,2354,35.9,34705,17682,570,24.21410365335599
9508,29810,5008,36.3,24914,14573,1878,37.5
9509,29812,11295,37.7,35331,20130,3315,29.349269588313412
9510,29816,1566,31.2,24470,12592,709,45.274584929757346
9511,29817,5640,41,32456,17124,1364,24.18439716312057
9512,29819,1331,43.4,43224,17477,439,32.98271975957926
9513,29821,1113,38.8,63125,27942,368,33.06379155435759
9514,29824,8577,40.7,34393,17049,1538,17.931677742800513
9515,29826,142,34.5,14286,11006,96,67.6056338028169
9516,29827,4524,38.6,24288,11035,1180,26.08311229000884
9517,29828,1232,46.4,19243,12368,472,38.311688311688314
9518,29829,9352,36.3,45637,21910,1756,18.776732249786143
9519,29831,3559,41.2,34909,20890,640,17.98257937622928
9520,29832,5664,43.8,33156,16269,1275,22.510593220338983
9521,29834,1344,38.9,32375,16178,280,20.833333333333332
9522,29835,6835,56.1,40298,24244,957,14.001463057790783
9523,29836,598,54.7,48487,29182,103,17.224080267558527
9524,29838,558,55.1,49250,54594,37,6.630824372759856
9525,29840,245,36.1,17024,11695,139,56.734693877551024
9526,29841,32639,40,47094,25334,5246,16.072796347927326
9527,29842,9236,36.9,30537,15873,3010,32.58986574274578
9528,29843,1607,45.1,27440,18172,496,30.86496577473553
9529,29844,88,55.5,24643,27126,10,11.363636363636363
9530,29845,968,38.8,40000,20317,146,15.082644628099173
9531,29847,4513,40.1,43477,18188,837,18.54642144914691
9532,29848,981,44.3,45250,20297,125,12.7420998980632
9533,29849,213,36,12115,13285,126,59.15492957746479
9534,29850,274,40.7,26865,13272,0,0.0
9535,29851,7228,31.9,34330,17876,1408,19.479800774764804
9536,29853,6407,38.4,40427,16670,1488,23.224598095832683
9537,29856,3698,33.1,30714,13694,1228,33.20713899405084
9538,29860,14547,42,66070,28568,1610,11.067574070255036
9539,29899,1177,39,,416,0,0.0
9540,29902,14956,35.2,51383,27199,2322,15.525541588660069
9541,29904,296,20.8,,18707,0,0.0
9542,29905,3989,20.2,85769,14275,0,0.0
9543,29906,22027,26.9,43055,19552,3068,13.928360648295273
9544,29907,12049,40.6,66798,33427,1190,9.876338285334883
9545,29909,16801,66.2,65487,41003,579,3.446223439081007
9546,29910,35253,34.9,57665,28066,5034,14.279635775678665
9547,29911,1846,40.9,30096,30337,487,26.38136511375948
9548,29912,0,,,,0,
9549,29915,603,29.9,74500,46470,268,44.44444444444444
9550,29916,1504,49.1,30469,16440,268,17.819148936170212
9551,29918,5520,36.6,32969,16963,1175,21.286231884057973
9552,29920,9667,51.6,48668,27774,1780,18.41315816695976
9553,29921,210,51.3,28333,16832,60,28.571428571428573
9554,29922,1119,45.9,32989,18568,286,25.558534405719392
9555,29923,476,54.5,22500,8980,162,34.03361344537815
9556,29924,3957,38.8,42303,19786,869,21.961081627495577
9557,29926,24845,50.2,71124,42155,2179,8.77037633326625
9558,29927,8214,28.6,39450,16524,1893,23.04601899196494
9559,29928,15870,59.8,70079,53613,1114,7.019533711405167
9560,29929,1023,40.4,43866,18834,112,10.948191593352883
9561,29932,247,34.1,31771,16760,41,16.59919028340081
9562,29934,1086,47.1,33065,18460,240,22.099447513812155
9563,29935,3020,40.2,40432,26060,402,13.311258278145695
9564,29936,13953,37.1,35642,17679,3218,23.06314054325235
9565,29939,218,38.5,23750,12846,91,41.74311926605505
9566,29940,4240,37,35049,17492,1418,33.443396226415096
9567,29941,414,61.6,60938,80312,85,20.531400966183575
9568,29943,472,50.2,56809,23635,135,28.60169491525424
9569,29944,5451,41.6,39572,21106,1071,19.64777105118327
9570,29945,4589,32.6,23679,11572,1499,32.66506864240575
9571,30002,6123,36.8,50174,35407,1401,22.88094071533562
9572,30004,54714,36.7,95922,47376,2448,4.474174799868407
9573,30005,37014,35.7,102230,43754,1245,3.363592154319987
9574,30008,32366,31.2,42707,20113,7730,23.883087190261385
9575,30009,14584,38.3,72798,36235,965,6.616840373011519
9576,30011,15328,34.7,53907,22215,1975,12.88491649269311
9577,30012,27342,34.1,42890,19244,5778,21.132323897300857
9578,30013,25636,35.3,54572,23463,3548,13.839912622874083
9579,30014,36840,34.8,45837,21915,6236,16.92725298588491
9580,30016,50852,34.2,51550,20226,7566,14.878470856603476
9581,30017,21151,38.5,78783,30719,1552,7.337714528863883
9582,30019,41483,34.6,77872,28231,3968,9.56536412506328
9583,30021,24504,29.7,31612,13536,9866,40.26281423441071
9584,30022,66120,37.5,99597,42659,2992,4.5251058681185725
9585,30024,68650,36.2,99931,37352,4395,6.40203932993445
9586,30025,8756,40.2,49868,24565,933,10.655550479671083
9587,30028,21234,36.8,66724,25938,2151,10.129980220401244
9588,30030,25701,38.2,66134,41718,3653,14.213454729387962
9589,30032,48693,36.1,33475,16716,13136,26.977183578748484
9590,30033,29604,36.3,59997,35870,4388,14.822321307931361
9591,30034,45359,35.2,48210,20837,8648,19.065676051059327
9592,30035,20154,33.9,41584,18760,4366,21.66319341073732
9593,30038,39490,33.9,48856,24007,5199,13.165358318561662
9594,30039,42049,34.3,60819,24370,5463,12.991985540678732
9595,30040,58225,35.3,81378,30623,5236,8.992700729927007
9596,30041,56176,39.2,92733,38615,3658,6.511677584733694
9597,30043,83855,33.9,67260,26317,6861,8.181980800190805
9598,30044,81764,33.2,51827,22190,13520,16.53539455016878
9599,30045,33063,35.8,71401,25456,2579,7.800260109487947
9600,30046,34744,33.8,47003,19533,6847,19.706999769744417
9601,30047,61805,37.7,67395,27484,7414,11.99579322061322
9602,30052,59226,34.9,63338,24201,6124,10.340053354945463
9603,30054,11826,38.8,60798,24316,1396,11.80449856248943
9604,30055,3080,37.5,60568,25293,355,11.525974025974026
9605,30056,2229,44.6,45336,21180,456,20.457604306864063
9606,30058,54053,31.5,45792,20649,9821,18.16920429948384
9607,30060,35761,30.2,36284,16627,9579,26.78616369788317
9608,30062,63806,39.8,86352,38957,3832,6.005704792652729
9609,30064,46401,40.9,74603,36075,4308,9.284282666321847
9610,30066,52060,40.1,77661,36393,3638,6.988090664617749
9611,30067,45206,33.4,48093,34720,9217,20.388886431004735
9612,30068,33185,43,101284,46555,2172,6.545125809853849
9613,30070,253,37.1,32083,14728,72,28.458498023715414
9614,30071,21172,30.6,41165,20179,6367,30.07273757793312
9615,30072,588,47.3,52976,33277,86,14.625850340136054
9616,30075,55253,42.1,102305,47380,3776,6.8340180623676545
9617,30076,41719,36.7,68108,37868,4527,10.851170929312783
9618,30078,34676,39.5,67018,28282,3440,9.920406044526473
9619,30079,3507,31.1,30139,16707,1543,43.99771884801825
9620,30080,53298,32.6,52249,36047,8132,15.257608165409584
9621,30082,24720,36.1,70884,36740,3816,15.436893203883495
9622,30083,52056,32.6,41179,18916,11444,21.98401721223298
9623,30084,35524,37.4,52167,27583,6638,18.685958788424728
9624,30087,35077,42.6,68063,30811,4806,13.701285742794424
9625,30088,27003,35.8,46108,20882,3573,13.231863126319299
9626,30092,31992,34.4,58791,35396,3924,12.265566391597899
9627,30093,56213,29.2,35037,14832,17260,30.704641275149875
9628,30094,31024,40.3,57033,26465,3040,9.798865394533264
9629,30096,67110,32.2,49883,25227,10866,16.19132767098793
9630,30097,41467,38,97612,44968,2908,7.012805363300938
9631,30101,55141,36.8,75421,31013,5326,9.658874521680781
9632,30102,35198,36.3,62523,28076,4224,12.00068185692369
9633,30103,16596,35.2,44600,18695,3117,18.78163412870571
9634,30104,4357,39,41096,19459,875,20.0826256598577
9635,30105,2339,48.5,59400,28826,130,5.557930739632321
9636,30106,18316,38.7,45850,24017,3327,18.164446385673727
9637,30107,12522,40.6,63362,27977,1052,8.401213863600065
9638,30108,7644,38.6,37335,19726,1772,23.181580324437466
9639,30110,12638,40,44078,21314,3077,24.347206836524766
